ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
R301444			RED TAIL RAFTING LLC		TONY WASSON	PO BOX 1268	FRASER	CO	80442-1268	000000000000		R301444	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED FLOATBOATING TRIPS, PUMPHOUSE RECREATION AREA TO STATE BRIDGE 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	6980	0	2020	0	0	0										
R301419			COLORADO RIVER CENTER INC		OTTO ANDL	PO BOX 4259	EDWARDS	CO	81632-4201	000000000000		R301419	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT KAYAK INSTRUCTION, ROCK CLIMBING INSTRUCTION, VEHICLE SHUTTLE, GUIDED FLOATBOATING, PUMPHOUSE TO BURNS 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	13030	0	3780	0	0	0										
R301565			RUSTY SPURR RANCH		HAN SMITH	PO BOX 1537	KREMMLING	CO	80459-1537	000000000000		R301565	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM GUIDED HORSEBACK TRAIL RIDES, CATTLE DRIVES & HORSE PACKING LAWSON RIDGE 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	1740	0	500	0	0	0										
R301558			C LAZY U RANCH INC			PO BOX 379	GRANBY	CO	80446-0379	000000000000		R301558	003																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM GUIDED HORSEBACK TRAIL RIDES, HOGBACK AREA ALONG WILLOW CREEK 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.535000	2022	RECREATION POSSESSORY INTEREST									2015	0	3320	0	960	0	0	0										
R301597			CASTEEL ENTERPRISES, INC			5324 CORONADO PKWY	CAPE CORAL	FL	33904-5964			R301597	044																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS MARINA SPECIAL USE PERMIT SUL 85 				0	7001	POSSESSORY INTEREST COMMERCIAL													59.170000	2022	RECREATION POSSESSORY INTEREST									2015	0	7000	0	2030	0	0	0										
R301559			DROWSY WATER RANCH	C/O KEN FOSHA		PO BOX 147	GRANBY	CO	80446-0147	000000000000		R301559	003																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM GUIDED HORSEBACK TRAIL RIDES & BIG GAME GUIDING & OUTFITTING SERVICES, DROWSY WATER CREEK & SMITH CREEK AREAS 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.535000	2022	RECREATION POSSESSORY INTEREST									2015	0	1700	0	490	0	0	0										
R301550			BULL BASIN GUIDES & OUTFITTERS	C/O DEAN BILLINGTON		PO BOX 1566	KREMMLING	CO	80459-1566			R301550	010																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS SUL512 BIG GAME GUIDING & OUTFITTING SERVICES GUIDED MOUNTAIN LION HUNTS, GRAND COUNTY 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	810	0	230	0	0	0										
R301595			HIGHLAND MARINA LLC	C/O LAUREL & PAUL HEDGECOCK		7878 US HIGHWAY 34	GRANBY	CO	80446-9257			R301595	044																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS MARINA SPECIAL USE PERMIT SUL 86 (426201) 				0	7001	POSSESSORY INTEREST COMMERCIAL													59.170000	2022	RECREATION POSSESSORY INTEREST									2015	0	9180	0	2660	0	0	0										
R301598			GLENN PHILLIPS INC		STRAWBERRY CREEK OUTFITTERS	PO BOX 666	TABERNASH	CO	80478-0666			R301598	035																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTER & GUIDE SPECIAL USE PERMIT SUL 469 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.017000	2022	RECREATION POSSESSORY INTEREST									2015	0	840	0	240	0	0	0										
R301557			BAR LAZY J GUEST RANCH	C/O JERRY HELMICKI		PO BOX N	PARSHALL	CO	80468-0410	000000000000		R301557	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM TRAIL RIDES & JEEP TOURS, WILLIAMS FORK, SMITH MESA & FOX LOOP 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	650	0	190	0	0	0										
R301586			FIVESTAR MARINA INC	C/O DAVID POWELSON		PO BOX 247	GRANBY	CO	80446-0247			R301586	051															GRAND_LAKE	80447	 Subd: POSSESSORY INTEREST COMMERCIAL USFS FIVE STAR (TRAILRIDGE) MARINA SPECIAL USE PERMIT SUL 340 				0	7001	POSSESSORY INTEREST COMMERCIAL													64.764000	2022	RECREATION POSSESSORY INTEREST									2015	0	22600	0	6550	0	0	0										
R301854			LINKE, EDWIN H JR & IDA LORENE			PO BOX 405	GRANBY	CO	80446-0405			R301854	114																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT COTTONWOOD ALLOTMENT 803 				0.00	7003	POSSESSORY INTEREST AG USFS													39.801000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	470	0	140	0	0	0	0										
R301855			SKYLARK CATTLE COMPANY			887 LAKE CREEK RD	EDWARDS	CO	81632-8211			R301855	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT MUDDY ALLOTMENT 807 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	900	0	260	0	0	0	0										
R301863			ARAPAHO RANCH CORP			13244 HIGHWAY 14	WALDEN	CO	80430-8034			R301863	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT 4623 LINDSEY ALLOTMENT 50.75PCT GRAND COUNTY 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	1340	0	390	0	0	0	0										
R301868			LONG PARK, LLC			PO BOX 741149	ARVADA	CO	80006-1149			R301868	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT 1556 RED DIRT ALLOTMENT 93.44PCT GRAND COUNTY 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	730	0	210	0	0	0	0										
R301861			LEROUX LAND AND CATTLE LLC			239 CATTAIL BAY	WINDSOR	CO	80550-6113			R301861	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT 1507 HORSE CREEK ALLOTMENT 67.12PCT GRAND COUNTY 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	220	0	60	0	0	0	0										
R301871			TROUBLESOME VALLEY RANCH			PO BOX 7	KREMMLING	CO	80459-0007			R301871	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT TROUBLESOME ALLOTMENT 4655 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	1630	0	470	0	0	0	0										
R301862			HORN, ROSE			PO BOX 257	MC COY	CO	80463-0257			R301862	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT 1507 HORSE CREEK ALLOTMENT 67.12PCT GRAND COUNTY 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	130	0	40	0	0	0	0										
R302429			BRUCHEZ & SONS LLC			PO BOX 1359	KREMMLING	CO	80459-1359	000000000000		R302429	010																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 501706 				0.00	7000	POSSESSORY INTEREST AG BLM													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	160	0	50	0	0	0	0										
R302414			ARAPAHO WILDERNESS OUTFITTERS LLC		STEVE NUNLEY	PO BOX 330	TAYLORSVILLE	GA	30178-0330	000000000000		R302414	003																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM BIG GAME GUIDING & OUTFITTING SERVICES, PUBLIC LANDS WITHIN SEC 28,32-33 T2N R77W, SEC 3-4 T1N R77W 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.535000	2022	RECREATION POSSESSORY INTEREST									2015	0	960	0	280	0	0	0										
R302393			INTRAWEST/WINTER PARK OPERATIONS CORP			PO BOX 36	WINTER PARK	CO	80482-0036			R302393	034															WINTER_PARK	80482	 Subd: POSSESSORY INTEREST COMMERCIAL USFS CELLULAR SPECIAL USE PERMIT SUL 72 				0	7001	POSSESSORY INTEREST COMMERCIAL													70.836000	2022	RECREATION POSSESSORY INTEREST									2015	0	131220	0	38050	0	0	0										
R302427			C LAZY U PRESERVES LLC			6021 S SYRACUSE WAY STE 100	GREENWOOD VILLAGE	CO	80111-4746	000000000000		R302427	062																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 501904 				0.00	7000	POSSESSORY INTEREST AG BLM													49.073000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	80	0	20	0	0	0	0										
R302365			INTRAWEST/WINTER PARK OPERATIONS CORP			1621 18TH ST STE 300	DENVER	CO	80202-5905			R302365	032															WINTER_PARK	80482	 Subd: POSSESSORY INTEREST COMMERCIAL WINTER PARK SKI AREA WPRA/INTRAWEST OPERATION AGREEMENT SEC 9,10,15,16 T2S R75W 				0	7001	POSSESSORY INTEREST COMMERCIAL													63.864000	2022	RECREATION POSSESSORY INTEREST									2015	0	12422440	0	3602510	0	0	0										
R302387			INTRAWEST/WINTER PARK OPERATIONS CORP			1621 18TH ST STE 300	DENVER	CO	80202-5905			R302387	032															WINTER_PARK	80482	 Subd: POSSESSORY INTEREST COMMERCIAL USFS WINTER PARK SKI AREA SPECIAL USE PERMIT SUL 101902 				0	7001	POSSESSORY INTEREST COMMERCIAL													63.864000	2022	RECREATION POSSESSORY INTEREST									2015	0	6855270	0	1988030	0	0	0										
R302497			FRASER, TOWN OF			PO BOX 120	FRASER	CO	80442-0120	158720285001		R302497	030															FRASER	80442	 Subd: FRASER - PTARMIGAN SUB PRIVATE PARK, WEST OF WAPITI DR FRASER-PTARMIGAN SUB, PRIVATE PARK LYING WEST OF WAPITI DR, NW4 SEC 20, T1S, R75W	1			0.00	2220	FRASER - PTARMIGAN SUB			0	08/04/1992		QCD						306830	61.288000	9141	POLITICAL SUB TOWN									2015	10	0	10	0	0	0	0										
R302498			FRASER, TOWN OF			PO BOX 120	FRASER	CO	80442-0120	158720285002		R302498	030															FRASER	80442	 Subd: FRASER - PTARMIGAN SUB PRIVATE PARK, EAST OF WAPITI DR FRASER-PTARMIGAN SUB, PARK LYING EAST OF WAPITI DR, NW4 SEC 20, T1S, R75W	1			0.00	2220	FRASER - PTARMIGAN SUB			0	08/04/1992		QCD						306830	61.288000	9141	POLITICAL SUB TOWN									2015	10	0	10	0	0	0	0										
R302791			COMCAST OF COLORADO V, LLC	C/O ATTN PROPERTY TAX DEPT		1701 JOHN F KENNEDY BLVD FL 32	PHILADELPHIA	PA	19103-2838			R302791	040							000550			TOPAZ		E			GRANBY	80446	 Subd: POSSESSORY INTEREST COMMERCIAL BROADBAND COMMUNICATIONS SIGNAL PROCESSING AND TRANSMISSION FACILITY, LOT 17, BLOCK 5, TOWN OF GRANBY, SW4 SEC 32, T2N R76W 				0	7001	POSSESSORY INTEREST COMMERCIAL													56.486000	2023	OTHER COMMERCIAL POSSESSORY INTEREST									2015	0	93410	0	27090	0	0	0										
R302803			ALPINE WINGS, LLC			PO BOX 1477	KREMMLING	CO	80459-1477			R302803	015															KREMMLING	80459	 Subd: POSSESSORY INTEREST COMMERCIAL KREMMLING AIRPORT LEASE SEC 16 & 17, T1N R80W 				0	7001	POSSESSORY INTEREST COMMERCIAL													66.864000	2023	OTHER COMMERCIAL POSSESSORY INTEREST									2015	0	2700	0	780	0	0	0										
R302998			GRAND COLORADO RANCH LLC			PO BOX 1359	KREMMLING	CO	80459-1359	000000000000		R302998	010																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 501766 & 501921 				0.00	7000	POSSESSORY INTEREST AG BLM													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	290	0	80	0	0	0	0										
R302995			LATIGO RANCH	C/O JIM YOST	LATIGO CORPORATION	PO BOX 237	KREMMLING	CO	80459-0237			R302995	010																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTER & GUIDE SPECIAL USE PERMIT YAM 334 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	14750	0	4280	0	0	0										
R302996			SCHOLL ENTERPRISES	C/O DUANE SCHOLL		PO BOX 999	KREMMLING	CO	80459-0999	000000000000		R302996	010																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 500030 				0.00	7000	POSSESSORY INTEREST AG BLM													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	580	0	170	0	0	0	0										
R303801			FULL CURL OUTFITTING & GUIDE SERVICE		PAUL MARTIN	PO BOX 1373	GRANBY	CO	80446-1373	000000000000		R303801	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED MOUNTAIN LION HUNTS, NORTH PARK & MIDDLE PARK 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	320	0	90	0	0	0										
R303794			WIND RIDER EXPERIENCES INC		MARK DAVISON	PO BOX 96	KREMMLING	CO	80459-0096	000000000000		R303794	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT BIG GAME GUIDING & OUTFITTING SERVICES				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	150	0	40	0	0	0										
R303792			ADVENTURE COMPANY		MARK HAMMER	PO BOX 5247	BUENA VISTA	CO	81211-5247	000000000000		R303792	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED FLOATBOATING TRIPS, GUIDED FISHING TRIPS, ROCK CLIMBING, HIKING & BIKING, KAYAKING, BLUE RIVER ACCESS TO CATAMOUNT 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	520	0	150	0	0	0										
R303966			ARAPAHO WILDERNESS OUTFITTERS LLC		STEVE NUNLEY	PO BOX 330	TAYLORSVILLE	GA	30178-0330			R303966	010																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTER & GUIDE SPECIAL USE PERMIT SUL 535 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	2890	0	840	0	0	0										
R303963			SAMUELSON OUTFITTERS	C/O RICHARD & CATHY SAMUELSON		PO BOX 868	FRASER	CO	80442-0868			R303963	021																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTER & GUIDE SPECIAL USE PERMIT PKS 116 				0	7001	POSSESSORY INTEREST COMMERCIAL													44.263000	2022	RECREATION POSSESSORY INTEREST									2015	0	15490	0	4490	0	0	0										
R304106			RITSCHARD CATTLE CO LLC			PO BOX 511	KREMMLING	CO	80459-0511			R304106	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT WEST CARTER CREEK ALLOTMENT 4606 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	260	0	80	0	0	0	0										
R304105			RITSCHARD CATTLE CO LLC			PO BOX 511	KREMMLING	CO	80459-0511			R304105	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT ANTELOPE ALLOTMENT 4601 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	170	0	50	0	0	0	0										
R305181			DASHING THRU THE SNOW		ANDREW MARKEL, MANAGER	PO BOX 2108	GRANBY	CO	80446-2108			R305181	028																	 Subd: POSSESSORY INTEREST COMMERCIAL DENVER WATER BOARD LEASE, HAY RIDES, SLEIGH RIDES AND HORSEBACK RIDING, 520 ACRES SEC 12 & 13 T1S R76 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.017000	2022	RECREATION POSSESSORY INTEREST									2015	0	11890	0	3450	0	0	0										
R305279			GALLAGHER RANCH LLC			1400 WEWATTA ST STE 900	DENVER	CO	80202-5548	000000000000		R305279	010																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 501785 				0.00	7000	POSSESSORY INTEREST AG BLM													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	290	0	80	0	0	0	0										
R305575			DAVE PARRIS OUTFITTER & GUIDE SERVICE	C/O DAVE PARRI		PO BOX 254	HOT SULPHUR SPRINGS	CO	80451-0254			R305575	064																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTER & GUIDE SPECIAL USE PERMIT PKS 115 				0	7001	POSSESSORY INTEREST COMMERCIAL													44.263000	2022	RECREATION POSSESSORY INTEREST									2015	0	6920	0	2010	0	0	0										
R306471			WINGSPREAD WEST LLC			PO BOX 90	NORTH GARDEN	VA	22959-0090	000000000000		R306471	010																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 501912 				0.00	7000	POSSESSORY INTEREST AG BLM													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	160	0	50	0	0	0	0										
R306547			HIGH COUNTRY LAMB LLC			PO BOX 156	OAK CREEK	CO	80467-0156			R306547	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT 3306 TIMBER MOUNTAIN ALLOTMENT 89.09PCT GRAND COUNTY 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	600	0	170	0	0	0	0										
R307869			VAIL VALLEY ANGLERS		JOHN COCHRAN	97 MAIN ST UNIT E-102	EDWARDS	CO	81632-8129	000000000000		R307869	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM RIVER RECREATION PERMIT PUMPHOUSE TO STATE BRIDGE 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	9600	0	2780	0	0	0										
R307866			LIQUID DESCENT		ALAN BLADO	PO BOX 1957	IDAHO SPRINGS	CO	80452-1957	000000000000		R307866	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED FLOATBOATING TRIPS, GORE CANYON TO STATE BRIDGE				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	3900	0	1130	0	0	0										
R307863			ADVENTURES IN WHITEWATER		HELENA POWELL	PO BOX 495	Tabernash	CO	80478-0495	000000000000		R307863	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED FLOATBOATING GORE CANYON TO STATE BRIDGE 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	10860	0	3150	0	0	0										
R307864			BRO HIGH ADVENTURES		JOHN DUTY	PO BOX 774832	STEAMBOAT SPRINGS	CO	80477-4832	000000000000		R307864	010																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT GUIDED FLOATBOATING, GUIDED FLOAT & WADE FISHING PUMPHOUSE TO STATE BRIDGE 				0	7001	POSSESSORY INTEREST COMMERCIAL													45.846000	2022	RECREATION POSSESSORY INTEREST									2015	0	15100	0	4380	0	0	0										
R308883			HIGH COUNTRY TRAILS		DALE LIND	PO BOX 1849	GRANBY	CO	80446-1849	000000000000		R308883	043																	 Subd: POSSESSORY INTEREST COMMERCIAL BLM PERMIT BIG GAME GUIDING AND OUTFITTING, HUNTING KINNEY, SHERIFF & MCQUEARY CREEK , FOX LOOP AND BLACK MOUNTAIN, HORSE DELIVERY GMU 28 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.535000	2022	RECREATION POSSESSORY INTEREST									2015	0	150	0	40	0	0	0										
R308881			SHINER, KIRK A			PO BOX 670	WINDSOR	CO	80550-0670	000000000000		R308881	014																	 Subd: POSSESSORY INTEREST AG BLM GRAZING LEASE 0504009 				0.00	7000	POSSESSORY INTEREST AG BLM													55.389000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	140	0	40	0	0	0	0										
R309091			BESSE, BYRON			PO BOX 1329	WINTER PARK	CO	80482-1329			R309091	035																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS SPECIAL USE PERMIT OUTFITTING AND GUIDE SERVICE SUL426 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.017000	2022	RECREATION POSSESSORY INTEREST									2015	0	19000	0	5510	0	0	0										
R309046			GRACE LOCKE VENTURES LLC			PO BOX 2428	FRASER	CO	80442-2428	000000000000		R309046	035																	 Subd: POSSESSORY INTEREST COMMERCIAL DENVER WATER BOARD SPECIAL USE PERMIT PT SEC 23,25,26 T1S R76W 				0	7001	POSSESSORY INTEREST COMMERCIAL													53.017000	2022	RECREATION POSSESSORY INTEREST									2015	0	16920	0	4910	0	0	0										
R309092			JCC RANCH CAMP		ATTN GILAD SHWARTZ	350 S DAHLIA ST	DENVER	CO	80246-8102			R309092	114																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS OUTFITTING AND GUIDE SERVICE SPECIAL USE PERMIT SUL550 				0	7001	POSSESSORY INTEREST COMMERCIAL													39.801000	2022	RECREATION POSSESSORY INTEREST									2015	0	590	0	170	0	0	0										
R309090			BRP US INC			PO BOX 1437	GRAND LAKE	CO	80447-1437	000000000000		R309090	021																	 Subd: POSSESSORY INTEREST COMMERCIAL USFS EXPERIMENTAL & DEMONSTRATION SPECIAL USE PERMIT SUL 482				0	7001	POSSESSORY INTEREST COMMERCIAL													44.263000	2022	RECREATION POSSESSORY INTEREST									2015	0	2680	0	780	0	0	0										
R309047			NELSON, MARIETA K &		GEORGE, ROBERT G	PO BOX 212	YAMPA	CO	80483-0212			R309047	010																	 Subd: POSSESSORY INTEREST AG USFS GRAZING PERMIT FRENCH CREEK ALLOTMENT 1505 				0.00	7003	POSSESSORY INTEREST AG USFS													45.846000	4020	AGRICULTURAL POSSESSORY INTEREST									2015	590	0	170	0	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	27930	0	8100	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	18620	0	5400	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	46550	0	13500	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203764			AMERICAN RAILCAR INDUSTRIES INC PC215	C/O ARI FLEET MGMT TAX ADM		100 CLARK ST	SAINT CHARLES	MO	63301-2075			U203764	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203766			INFINITY TRANSPORTATION PC937		PROPERTY TAX DEPT	1355 PEACHTREE ST NE STE 750	ATLANTA	GA	30309-3265			U203766	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U203766			INFINITY TRANSPORTATION PC937		PROPERTY TAX DEPT	1355 PEACHTREE ST NE STE 750	ATLANTA	GA	30309-3265			U203766	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
